"atc";"atc_name";"ddd_factor";"units";"adm_route";"note";"ddd_mg_factor"
"M01AB07";"bumadizone";0.4000;"g";"O";"N/A";400
"M01AB08";"etodolac";0.4000;"g";"O";"N/A";400
"M01AB09";"lonazolac";0.6000;"g";"O";"N/A";600
"M01AB11";"acemetacin";0.1200;"g";"O";"N/A";120
"M01AB15";"ketorolac";30.0000;"mg";"O";"N/A";30
"M01AB15";"ketorolac";30.0000;"mg";"P";"N/A";30
"M01AB16";"aceclofenac";0.2000;"g";"O";"N/A";200
"M01AC01";"piroxicam";20.0000;"mg";"O";"N/A";20
"M01AC01";"piroxicam";20.0000;"mg";"P";"N/A";20
"M01AC01";"piroxicam";20.0000;"mg";"R";"N/A";20
"M01AC02";"tenoxicam";20.0000;"mg";"O";"N/A";20
"M01AC02";"tenoxicam";20.0000;"mg";"P";"N/A";20
"M01AC02";"tenoxicam";20.0000;"mg";"R";"N/A";20
"M01AC05";"lornoxicam";12.0000;"mg";"O";"N/A";12
"M01AC05";"lornoxicam";12.0000;"mg";"P";"N/A";12
"M01AC05";"lornoxicam";12.0000;"mg";"R";"N/A";12
"M01AC06";"meloxicam";15.0000;"mg";"O";"N/A";15
"M01AC06";"meloxicam";15.0000;"mg";"P";"N/A";15
"M01AC06";"meloxicam";15.0000;"mg";"R";"N/A";15
"M01AE01";"ibuprofen";1.2000;"g";"O";"N/A";1200
"M01AE01";"ibuprofen";1.2000;"g";"P";"N/A";1200
"M01AE01";"ibuprofen";1.2000;"g";"R";"N/A";1200
"M01AE02";"naproxen";0.5000;"g";"O";"N/A";500
"M01AE02";"naproxen";0.5000;"g";"R";"N/A";500
"M01AE03";"ketoprofen";0.1500;"g";"O";"N/A";150
"M01AE03";"ketoprofen";0.1500;"g";"P";"N/A";150
"M01AE03";"ketoprofen";0.1500;"g";"R";"N/A";150
"M01AE04";"fenoprofen";1.2000;"g";"O";"N/A";1200
"M01AE05";"fenbufen";0.6000;"g";"O";"N/A";600
"M01AE07";"suprofen";0.4000;"g";"O";"N/A";400
"M01AE08";"pirprofen";0.8000;"g";"O";"N/A";800
"M01AE09";"flurbiprofen";0.2000;"g";"O";"N/A";200
"M01AE09";"flurbiprofen";0.2000;"g";"R";"N/A";200
"M01AE11";"tiaprofenic acid";0.6000;"g";"O";"N/A";600
"M01AE11";"tiaprofenic acid";0.6000;"g";"R";"N/A";600
"M01AE12";"oxaprozin";0.9000;"g";"O";"N/A";900
"M01AE14";"dexibuprofen";0.8000;"g";"O";"N/A";800
"M01AE17";"dexketoprofen";75.0000;"mg";"O";"N/A";75
"M01AE17";"dexketoprofen";75.0000;"mg";"P";"N/A";75
"M01AG01";"mefenamic acid";1.0000;"g";"O";"N/A";1000
"M01AG02";"tolfenamic acid";0.3000;"g";"O";"N/A";300
"M01AG02";"tolfenamic acid";0.3000;"g";"R";"N/A";300
"M01AG03";"flufenamic acid";0.5000;"g";"O";"N/A";500
"M01AH01";"celecoxib";0.2000;"g";"O";"N/A";200
"M01AH02";"rofecoxib";25.0000;"mg";"O";"N/A";25
"M01AH03";"valdecoxib";10.0000;"mg";"O";"N/A";10
"M01AH04";"parecoxib";40.0000;"mg";"P";"N/A";40
"M01AH05";"etoricoxib";60.0000;"mg";"O";"N/A";60
"M01AH06";"lumiracoxib";0.1000;"g";"O";"N/A";100
"M01AX01";"nabumetone";1.0000;"g";"O";"N/A";1000
"M01AX02";"niflumic acid";0.7500;"g";"O";"N/A";750
"M01AX04";"azapropazone";0.7500;"g";"O";"N/A";750
"M01AX07";"benzydamine";0.1500;"g";"O";"N/A";150
"M01AX07";"benzydamine";0.1500;"g";"R";"N/A";150
"M01AX12";"glucosaminoglycan polysulfate";50.0000;"mg";"P";"N/A";50
"M01AX13";"proquazone";0.9000;"g";"O";"N/A";900
"M01AX13";"proquazone";0.9000;"g";"R";"N/A";900
"M01AX17";"nimesulide";0.2000;"g";"O";"N/A";200
"M01CA03";"oxycinchophen";1.5000;"g";"O";"N/A";1500
"M01CB01";"sodium aurothiomalate";2.4000;"mg";"P";"N/A";2.4
"M01CB02";"sodium aurotiosulfate";14.0000;"mg";"P";"N/A";14
"M01CB03";"auranofin";6.0000;"mg";"O";"N/A";6
"M01CB04";"aurothioglucose";2.4000;"mg";"P";"N/A";2.4
"M01CC01";"penicillamine";0.5000;"g";"O";"N/A";500
"M03BA01";"phenprobamate";1.6000;"g";"O";"N/A";1600
"M03BA02";"carisoprodol";1.4000;"g";"O";"N/A";1400
"M03BA03";"methocarbamol";3.0000;"g";"O";"N/A";3000
"M03BA03";"methocarbamol";3.0000;"g";"P";"N/A";3000
"M03BA04";"styramate";0.5000;"g";"O";"N/A";500
"M03BA05";"febarbamate";0.3000;"g";"O";"N/A";300
"M03BB02";"chlormezanone";0.6000;"g";"O";"N/A";600
"M03BB03";"chlorzoxazone";1.5000;"g";"O";"N/A";1500
"M03BC01";"orphenadrine (citrate)";0.1200;"g";"O";"N/A";120
"M03BC01";"orphenadrine (citrate)";0.1200;"g";"P";"N/A";120
"M03BX01";"baclofen";50.0000;"mg";"O";"N/A";50
"M03BX01";"baclofen";0.5500;"mg";"P";"N/A";0.55
"M03BX02";"tizanidine";12.0000;"mg";"O";"N/A";12
"M03BX04";"tolperisone";0.2000;"g";"O";"N/A";200
"M03BX09";"eperisone";0.1500;"g";"O";"N/A";150
"M03BX30";"fenyramidol";2.0000;"g";"O";"N/A";2000
"M03CA01";"dantrolene";0.1000;"g";"O";"N/A";100
"M04AA01";"allopurinol";0.4000;"g";"O";"N/A";400
"M04AA01";"allopurinol";0.4000;"g";"P";"N/A";400
"M04AA03";"febuxostat";80.0000;"mg";"O";"N/A";80
"M04AB01";"probenecid";1.0000;"g";"O";"N/A";1000
"M04AB02";"sulfinpyrazone";0.3000;"g";"O";"N/A";300
"M04AB03";"benzbromarone";0.1000;"g";"O";"N/A";100
"M04AC01";"colchicine";1.0000;"mg";"O";"N/A";1
"M04AC01";"colchicine";1.0000;"mg";"P";"N/A";1
"M04AC02";"cinchophen";1.0000;"g";"O";"N/A";1000
"M04AX02";"pegloticase";0.5700;"mg";"P";"N/A";0.57
"M05BA01";"etidronic acid";0.4000;"g";"O";"N/A";400
"M05BA02";"clodronic acid";1.6000;"g";"O";"N/A";1600
"M05BA04";"alendronic acid";10.0000;"mg";"O";"N/A";10
"M05BA05";"tiludronic acid";0.4000;"g";"O";"N/A";400
"M05BA06";"ibandronic acid";5.0000;"mg";"O";"N/A";5
"M05BA07";"risedronic acid";5.0000;"mg";"O";"N/A";5
"M05BA08";"zoledronic acid";4.0000;"mg";"P";"N/A";4
"M05BX03";"strontium ranelate";2.0000;"g";"O";"N/A";2000
"M05BX04";"denosumab";0.3300;"mg";"P";"N/A";0.33
"M09AA01";"hydroquinine";0.2000;"g";"O";"N/A";200
"M09AB02";"collagenase clostridium histolyticum";0.9000;"mg";"P";"N/A";0.9
"M09AX03";"ataluren";2.8000;"g";"O";"N/A";2800
"P01AB01";"metronidazole";2.0000;"g";"O";"N/A";2000
"P01AB01";"metronidazole";2.0000;"g";"R";"N/A";2000
"P01AB02";"tinidazole";2.0000;"g";"O";"N/A";2000
"P01AB02";"tinidazole";2.0000;"g";"R";"N/A";2000
"P01AB03";"ornidazole";1.5000;"g";"O";"N/A";1500
"P01AB06";"nimorazole";2.0000;"g";"O";"N/A";2000
"P01AC01";"diloxanide";1.5000;"g";"O";"N/A";1500
"P01AX02";"emetine";60.0000;"mg";"P";"N/A";60
"P01AX05";"mepacrine";0.3000;"g";"O";"N/A";300
"P01AX06";"atovaquone";2.2500;"g";"O";"N/A";2250
"P01AX07";"trimetrexate";85.0000;"mg";"P";"N/A";85
"P01AX09";"dehydroemetine";60.0000;"mg";"P";"N/A";60
"P01AX11";"nitazoxanide";1.0000;"g";"O";"N/A";1000
"P01BA06";"amodiaquine";0.5000;"g";"O";"N/A";500
"P01BD01";"pyrimethamine";75.0000;"mg";"O";"N/A";75
"P01BE01";"artemisinin";1.0000;"g";"O";"N/A";1000
"P01BE02";"artemether";0.2800;"g";"O";"N/A";280
"P01BE02";"artemether";0.1200;"g";"P";"N/A";120
"P01BE03";"artesunate";0.2800;"g";"O";"N/A";280
"P01BE03";"artesunate";0.2800;"g";"P";"N/A";280
"P01BE05";"artenimol";0.2800;"g";"O";"N/A";280
"P01BX01";"halofantrine";1.5000;"g";"O";"N/A";1500
"P01CA02";"benznidazole";0.4000;"g";"O";"N/A";400
"P01CC01";"nifurtimox";0.7000;"g";"O";"N/A";700
"P01CD01";"melarsoprol";60.0000;"mg";"P";"N/A";60
"P01CX02";"suramin sodium";0.2700;"g";"P";"N/A";270
"P02BA01";"praziquantel";3.0000;"g";"O";"N/A";3000
"P02BA02";"oxamniquine";1.0000;"g";"O";"N/A";1000
"P02BB01";"metrifonate";40.0000;"mg";"O";"N/A";40
"P02CA01";"mebendazole";0.2000;"g";"O";"N/A";200
"P02CA02";"tiabendazole";3.0000;"g";"O";"N/A";3000
"P02CA03";"albendazole";0.4000;"g";"O";"N/A";400
"P02CA05";"flubendazole";0.2000;"g";"O";"N/A";200
"P02CB02";"diethylcarbamazine";0.4000;"g";"O";"N/A";400
"P02CC01";"pyrantel";0.7500;"g";"O";"N/A";750
"P02CE01";"levamisole";0.1500;"g";"O";"N/A";150
"P02CF01";"ivermectin";12.0000;"mg";"O";"N/A";12
"P02CX01";"pyrvinium";0.3500;"g";"O";"N/A";350
"P02DA01";"niclosamide";2.0000;"g";"O";"N/A";2000
"R01AA03";"ephedrine";8.0000;"mg";"N";"N/A";8
"R01AA04";"phenylephrine";4.0000;"mg";"N";"N/A";4
"R01AA05";"oxymetazoline";0.4000;"mg";"N";"N/A";0.4
"R01AA06";"tetryzoline";0.8000;"mg";"N";"N/A";0.8
"R01AA07";"xylometazoline";0.8000;"mg";"N";"N/A";0.8
"R01AA08";"naphazoline";0.4000;"mg";"N";"N/A";0.4
"R01AC01";"cromoglicic acid";40.0000;"mg";"N";"N/A";40
"R01AC02";"levocabastine";0.6000;"mg";"N";"N/A";0.6
"R01AC03";"azelastine";0.5600;"mg";"N";"N/A";0.56
"R01AC07";"nedocromil";10.4000;"mg";"N";"N/A";10.4
"R01AD01";"beclometasone";0.4000;"mg";"N";"N/A";0.4
"R01AD04";"flunisolide";0.1500;"mg";"N";"N/A";0.15
"R01AD05";"budesonide";0.2000;"mg";"N";"N/A";0.2
"R01AD06";"betamethasone";0.4000;"mg";"N";"N/A";0.4
"R01AD07";"tixocortol";8.0000;"mg";"N";"N/A";8
"R01AD08";"fluticasone";0.2000;"mg";"N";"N/A";0.2
"R01AD09";"mometasone";0.2000;"mg";"N";"N/A";0.2
"R01AD11";"triamcinolone";0.2200;"mg";"N";"N/A";0.22
"R01AD12";"fluticasone furoate";0.1100;"mg";"N";"N/A";0.11
"R01AD13";"ciclesonide";0.2000;"mg";"N";"N/A";0.2
"R01AX02";"retinol";800.0000;"U";"N";"N/A";
"R01AX03";"ipratropium bromide";0.2400;"mg";"N";"N/A";0.24
"R01BA01";"phenylpropanolamine";0.1000;"g";"O";"N/A";100
"R01BA02";"pseudoephedrine";0.2400;"g";"O";"N/A";240
"R01BA03";"phenylephrine";40.0000;"mg";"O";"N/A";40
"R02AA01";"ambazone";40.0000;"mg";"O";"N/A";40
"R02AA02";"dequalinium";1.5000;"mg";"O";"N/A";1.5
"R02AA05";"chlorhexidine";30.0000;"mg";"O";"N/A";30
"R02AX01";"flurbiprofen";44.0000;"mg";"O";"N/A";44
"R03AA01";"epinephrine";2.2400;"mg";"Inhal.aerosol";"N/A";2.24
"R03AA01";"epinephrine";20.0000;"mg";"Inhal.solution";"N/A";20
"R03AB02";"isoprenaline";0.6400;"mg";"Inhal.aerosol";"N/A";0.64
"R03AB02";"isoprenaline";10.0000;"mg";"Inhal.solution";"N/A";10
"R03AB03";"orciprenaline";6.0000;"mg";"Inhal.aerosol";"N/A";6
"R03AC02";"salbutamol";0.8000;"mg";"Inhal.aerosol";"N/A";0.8
"R03AC02";"salbutamol";0.8000;"mg";"Inhal.powder";"N/A";0.8
"R03AC02";"salbutamol";10.0000;"mg";"Inhal.solution";"N/A";10
"R03AC03";"terbutaline";2.0000;"mg";"Inhal.aerosol";"N/A";2
"R03AC03";"terbutaline";2.0000;"mg";"Inhal.powder";"N/A";2
"R03AC03";"terbutaline";20.0000;"mg";"Inhal.solution";"N/A";20
"R03AC04";"fenoterol";0.6000;"mg";"Inhal.aerosol";"N/A";0.6
"R03AC04";"fenoterol";0.6000;"mg";"Inhal.powder";"N/A";0.6
"R03AC04";"fenoterol";4.0000;"mg";"Inhal.solution";"N/A";4
"R03AC05";"rimiterol";1.6000;"mg";"Inhal.aerosol";"N/A";1.6
"R03AC06";"hexoprenaline";1.5000;"mg";"Inhal.aerosol";"N/A";1.5
"R03AC08";"pirbuterol";1.2000;"mg";"Inhal.aerosol";"N/A";1.2
"R03AC11";"tulobuterol";1.6000;"mg";"Inhal.aerosol";"N/A";1.6
"R03AC12";"salmeterol";0.1000;"mg";"Inhal.aerosol";"N/A";0.1
"R03AC12";"salmeterol";0.1000;"mg";"Inhal.powder";"N/A";0.1
"R03AC13";"formoterol";24.0000;"mcg";"Inhal.aerosol";"N/A";0.024
"R03AC13";"formoterol";24.0000;"mcg";"Inhal.powder";"N/A";0.024
"R03AC16";"procaterol";60.0000;"mcg";"Inhal.aerosol";"N/A";0.06
"R03AC18";"indacaterol";0.1500;"mg";"Inhal.powder";"N/A";0.15
"R03AC19";"olodaterol";5.0000;"mcg";"Inhal.solution";"N/A";0.005
"R03BA01";"beclometasone";0.8000;"mg";"Inhal.aerosol";"N/A";0.8
"R03BA01";"beclometasone";0.8000;"mg";"Inhal.powder";"N/A";0.8
"R03BA01";"beclometasone";1.5000;"mg";"Inhal.solution";"N/A";1.5
"R03BA02";"budesonide";0.8000;"mg";"Inhal.aerosol";"N/A";0.8
"R03BA02";"budesonide";0.8000;"mg";"Inhal.powder";"N/A";0.8
"R03BA02";"budesonide";1.5000;"mg";"Inhal.solution";"N/A";1.5
"R03BA03";"flunisolide";1.0000;"mg";"Inhal.aerosol";"N/A";1
"R03BA05";"fluticasone";0.6000;"mg";"Inhal.aerosol";"N/A";0.6
"R03BA05";"fluticasone";0.6000;"mg";"Inhal.powder";"N/A";0.6
"R03BA05";"fluticasone";1.5000;"mg";"Inhal.solution";"N/A";1.5
"R03BA07";"mometasone";0.4000;"mg";"Inhal.powder";"N/A";0.4
"R03BA08";"ciclesonide";0.1600;"mg";"Inhal.aerosol";"N/A";0.16
"R03BB01";"ipratropium bromide";0.1200;"mg";"Inhal.aerosol";"N/A";0.12
"R03BB01";"ipratropium bromide";0.1200;"mg";"Inhal.powder";"N/A";0.12
"R03BB01";"ipratropium bromide";0.3000;"mg";"Inhal.solution";"N/A";0.3
"R03BB02";"oxitropium bromide";0.6000;"mg";"Inhal.aerosol";"N/A";0.6
"R03BB02";"oxitropium bromide";4.0000;"mg";"Inhal.solution";"N/A";4
"R03BB04";"tiotropium bromide";5.0000;"mcg";"Inhal.solution";"N/A";0.005
"R03BB05";"aclidinium bromide";0.6440;"mg";"Inhal.powder";"N/A";0.644
"R03BB06";"glycopyrronium bromide";44.0000;"mcg";"Inhal.powder";"N/A";0.044
"R03BB07";"umeclidinium bromide";55.0000;"mcg";"Inhal.powder";"N/A";0.055
"R03BC01";"cromoglicic acid";40.0000;"mg";"Inhal.aerosol";"N/A";40
"R03BC01";"cromoglicic acid";80.0000;"mg";"Inhal.powder";"N/A";80
"R03BC01";"cromoglicic acid";80.0000;"mg";"Inhal.solution";"N/A";80
"R03BC03";"nedocromil";8.0000;"mg";"Inhal.aerosol";"N/A";8
"R03CA02";"ephedrine";50.0000;"mg";"O";"N/A";50
"R03CB01";"isoprenaline";40.0000;"mg";"O";"N/A";40
"R03CB02";"methoxyphenamine";0.4000;"g";"O";"N/A";400
"R03CB03";"orciprenaline";60.0000;"mg";"O";"N/A";60
"R03CB03";"orciprenaline";60.0000;"mg";"P";"N/A";60
"R03CC02";"salbutamol";12.0000;"mg";"O";"N/A";12
"R03CC02";"salbutamol";12.0000;"mg";"P";"N/A";12
"R03CC03";"terbutaline";15.0000;"mg";"O";"N/A";15
"R03CC03";"terbutaline";15.0000;"mg";"P";"N/A";15
"R03CC04";"fenoterol";10.0000;"mg";"O";"N/A";10
"R03CC04";"fenoterol";10.0000;"mg";"R";"N/A";10
"R03CC05";"hexoprenaline";1.5000;"mg";"O";"N/A";1.5
"R03CC05";"hexoprenaline";1.5000;"mg";"P";"N/A";1.5
"R03CC06";"isoetarine";40.0000;"mg";"O";"N/A";40
"R03CC07";"pirbuterol";30.0000;"mg";"O";"N/A";30
"R03CC08";"procaterol";0.1000;"mg";"O";"N/A";0.1
"R03CC09";"tretoquinol";9.0000;"mg";"O";"N/A";9
"R03CC09";"tretoquinol";0.2000;"mg";"P";"N/A";0.2
"R03CC10";"carbuterol";6.0000;"mg";"O";"N/A";6
"R03CC11";"tulobuterol";4.0000;"mg";"O";"N/A";4
"R03CC12";"bambuterol";20.0000;"mg";"O";"N/A";20
"R03CC13";"clenbuterol";40.0000;"mcg";"O";"N/A";0.04
"R03DA01";"diprophylline";1.0000;"g";"O";"N/A";1000
"R03DA01";"diprophylline";1.0000;"g";"P";"N/A";1000
"R03DA01";"diprophylline";1.0000;"g";"R";"N/A";1000
"R03DA02";"choline theophyllinate";0.6000;"g";"O";"N/A";600
"R03DA02";"choline theophyllinate";0.6000;"g";"R";"N/A";600
"R03DA03";"proxyphylline";1.2000;"g";"O";"N/A";1200
"R03DA03";"proxyphylline";1.2000;"g";"P";"N/A";1200
"R03DA03";"proxyphylline";1.2000;"g";"R";"N/A";1200
"R03DA04";"theophylline";0.4000;"g";"O";"N/A";400
"R03DA04";"theophylline";0.4000;"g";"P";"N/A";400
"R03DA04";"theophylline";0.4000;"g";"R";"N/A";400
"R03DA05";"aminophylline";0.6000;"g";"O";"N/A";600
"R03DA05";"aminophylline";0.6000;"g";"P";"N/A";600
"R03DA05";"aminophylline";0.6000;"g";"R";"N/A";600
"R03DA11";"doxofylline";0.8000;"g";"O";"N/A";800
"R03DA11";"doxofylline";0.8000;"g";"P";"N/A";800
"R03DC01";"zafirlukast";40.0000;"mg";"O";"N/A";40
"R03DC03";"montelukast";10.0000;"mg";"O";"N/A";10
"R03DX05";"omalizumab";16.0000;"mg";"P";"N/A";16
"R03DX07";"roflumilast";0.5000;"mg";"O";"N/A";0.5
"R03DX09";"mepolizumab";3.6000;"mg";"P";"N/A";3.6
"R05CA01";"tyloxapol";5.0000;"mg";"Inhal.solution";"N/A";5
"R05CA02";"potassium iodide";1.2000;"g";"O";"N/A";1200
"R05CA03";"guaifenesin";0.9000;"g";"O";"N/A";900
"R05CA03";"guaifenesin";0.9000;"g";"P";"N/A";900
"R05CA07";"antimony pentasulfide";0.2000;"g";"O";"N/A";200
"R05CB01";"acetylcysteine";1.6000;"g";"Inhal.solution";"N/A";1600
"R05CB01";"acetylcysteine";0.5000;"g";"O";"N/A";500
"R05CB02";"bromhexine";24.0000;"mg";"O";"N/A";24
"R05CB02";"bromhexine";24.0000;"mg";"P";"N/A";24
"R05CB03";"carbocisteine";1.5000;"g";"O";"N/A";1500
"R05CB04";"eprazinone";0.2000;"g";"O";"N/A";200
"R05CB05";"mesna";1.2000;"g";"Inhal";"N/A";1200
"R05CB06";"ambroxol";0.1200;"g";"O";"N/A";120
"R05CB13";"dornase alfa (desoxyribonuclease)";2.5000;"mg";"Inhal.solution";"N/A";2.5
"R05CB15";"erdosteine";0.6000;"g";"O";"N/A";600
"R05CB16";"mannitol";0.8000;"g";"Inhal.powder";"N/A";800
"R05DA01";"ethylmorphine";50.0000;"mg";"O";"N/A";50
"R05DA03";"hydrocodone";15.0000;"mg";"O";"N/A";15
"R05DA04";"codeine";0.1000;"g";"O";"N/A";100
"R05DA07";"noscapine";0.1250;"g";"O";"N/A";125
"R05DA08";"pholcodine";50.0000;"mg";"O";"N/A";50
"R05DA09";"dextromethorphan";90.0000;"mg";"O";"N/A";90
"R05DA10";"thebacon";15.0000;"mg";"O";"N/A";15
"R05DA12";"acetyldihydrocodeine";30.0000;"mg";"O";"N/A";30
"R05DB01";"benzonatate";0.6000;"g";"O";"N/A";600
"R05DB02";"benproperine";75.0000;"mg";"O";"N/A";75
"R05DB03";"clobutinol";0.1200;"g";"O";"N/A";120
"R05DB03";"clobutinol";0.1200;"g";"P";"N/A";120
"R05DB04";"isoaminile";0.1100;"g";"O";"N/A";110
"R05DB05";"pentoxyverine";0.1000;"g";"O";"N/A";100
"R05DB05";"pentoxyverine";0.1000;"g";"R";"N/A";100
"R05DB07";"oxolamine";0.6000;"g";"O";"N/A";600
"R05DB09";"oxeladin";80.0000;"mg";"O";"N/A";80
"R05DB10";"clofedanol";60.0000;"mg";"O";"N/A";60
"R05DB11";"pipazetate";80.0000;"mg";"O";"N/A";80
"R05DB12";"bibenzonium bromide";90.0000;"mg";"O";"N/A";90
"R05DB13";"butamirate";25.0000;"mg";"O";"N/A";25
"R05DB14";"fedrilate";0.2000;"g";"O";"N/A";200
"R05DB27";"levodropropizine";0.1200;"g";"O";"N/A";120
"R06AA04";"clemastine";2.0000;"mg";"O";"N/A";2
"R06AA04";"clemastine";2.0000;"mg";"P";"N/A";2
"R06AA06";"chlorphenoxamine";80.0000;"mg";"O";"N/A";80
"R06AA06";"chlorphenoxamine";80.0000;"mg";"P";"N/A";80
"R06AA07";"diphenylpyraline";10.0000;"mg";"O";"N/A";10
"R06AA08";"carbinoxamine";16.0000;"mg";"O";"N/A";16
"R06AB01";"brompheniramine";24.0000;"mg";"O";"N/A";24
"R06AB02";"dexchlorpheniramine";6.0000;"mg";"O";"N/A";6
"R06AB02";"dexchlorpheniramine";6.0000;"mg";"P";"N/A";6
"R06AB03";"dimetindene";4.0000;"mg";"O";"N/A";4
"R06AB04";"chlorphenamine";12.0000;"mg";"O";"N/A";12
"R06AB04";"chlorphenamine";12.0000;"mg";"P";"N/A";12
"R06AB05";"pheniramine";75.0000;"mg";"O";"N/A";75
"R06AC01";"mepyramine";0.2000;"g";"O";"N/A";200
"R06AC01";"mepyramine";0.2000;"g";"P";"N/A";200
"R06AC02";"histapyrrodine";80.0000;"mg";"O";"N/A";80
"R06AC03";"chloropyramine";0.1500;"g";"O";"N/A";150
"R06AC03";"chloropyramine";20.0000;"mg";"P";"N/A";20
"R06AC04";"tripelennamine";0.1500;"g";"O";"N/A";150
"R06AD01";"alimemazine";30.0000;"mg";"O";"N/A";30
"R06AD01";"alimemazine";30.0000;"mg";"P";"N/A";30
"R06AD02";"promethazine";25.0000;"mg";"O";"N/A";25
"R06AD02";"promethazine";25.0000;"mg";"P";"N/A";25
"R06AD02";"promethazine";25.0000;"mg";"R";"N/A";25
"R06AD03";"thiethylperazine";13.0000;"mg";"O";"N/A";13
"R06AD03";"thiethylperazine";13.0000;"mg";"P";"N/A";13
"R06AD03";"thiethylperazine";13.0000;"mg";"R";"N/A";13
"R06AD04";"methdilazine";16.0000;"mg";"O";"N/A";16
"R06AD05";"hydroxyethylpromethazine";75.0000;"mg";"O";"N/A";75
"R06AD06";"thiazinam";0.9000;"g";"O";"N/A";900
"R06AD06";"thiazinam";0.3000;"g";"R";"N/A";300
"R06AD07";"mequitazine";10.0000;"mg";"O";"N/A";10
"R06AD08";"oxomemazine";30.0000;"mg";"O";"N/A";30
"R06AE01";"buclizine";50.0000;"mg";"O";"N/A";50
"R06AE03";"cyclizine";0.1000;"g";"O";"N/A";100
"R06AE03";"cyclizine";0.3000;"g";"R";"N/A";300
"R06AE04";"chlorcyclizine";0.1000;"g";"O";"N/A";100
"R06AE05";"meclozine";50.0000;"mg";"O";"N/A";50
"R06AE05";"meclozine";50.0000;"mg";"R";"N/A";50
"R06AE06";"oxatomide";60.0000;"mg";"O";"N/A";60
"R06AE07";"cetirizine";10.0000;"mg";"O";"N/A";10
"R06AE09";"levocetirizine";5.0000;"mg";"O";"N/A";5
"R06AX01";"bamipine";0.1000;"g";"O";"N/A";100
"R06AX02";"cyproheptadine";12.0000;"mg";"O";"N/A";12
"R06AX05";"antazoline";0.3000;"g";"O";"N/A";300
"R06AX05";"antazoline";0.3000;"g";"P";"N/A";300
"R06AX07";"triprolidine";7.5000;"mg";"O";"N/A";7.5
"R06AX09";"azatadine";2.0000;"mg";"O";"N/A";2
"R06AX11";"astemizole";10.0000;"mg";"O";"N/A";10
"R06AX12";"terfenadine";0.1200;"g";"O";"N/A";120
"R06AX13";"loratadine";10.0000;"mg";"O";"N/A";10
"R06AX15";"mebhydrolin";0.2000;"g";"O";"N/A";200
"R06AX16";"deptropine";2.0000;"mg";"O";"N/A";2
"R06AX17";"ketotifen";2.0000;"mg";"O";"N/A";2
"R06AX18";"acrivastine";24.0000;"mg";"O";"N/A";24
"R06AX19";"azelastine";4.0000;"mg";"O";"N/A";4
"R06AX22";"ebastine";10.0000;"mg";"O";"N/A";10
"R06AX25";"mizolastine";10.0000;"mg";"O";"N/A";10
"R06AX26";"fexofenadine";0.1200;"g";"O";"N/A";120
"R06AX27";"desloratadine";5.0000;"mg";"O";"N/A";5
"R06AX28";"rupatadine";10.0000;"mg";"O";"N/A";10
"R06AX29";"bilastine";20.0000;"mg";"O";"N/A";20
"R07AA01";"colfosceril palmitate";0.1080;"g";"Inhal.powder";"N/A";108
"R07AA02";"natural phospholipids";0.1600;"g";"Instill.sol.";"N/A";160
"R07AB01";"doxapram";0.4000;"g";"P";"N/A";400
"R07AB02";"nikethamide";0.5000;"g";"O";"N/A";500
"R07AB02";"nikethamide";0.5000;"g";"P";"N/A";500
"R07AB03";"pentetrazol";0.1000;"g";"O";"N/A";100
"R07AB06";"prethcamide";0.4000;"g";"O";"N/A";400
"R07AB06";"prethcamide";0.4000;"g";"P";"N/A";400
"R07AB07";"almitrine";0.1000;"g";"O";"N/A";100
"R07AX02";"ivacaftor";0.3000;"g";"O";"N/A";300
"S01EB01";"pilocarpine";0.2850;"";"lamella";"N/A";
"S01EB01";"pilocarpine";40.0000;"mg";"ointment";"N/A";40
"S01EB06";"neostigmine";40.0000;"mg";"ointment";"N/A";40
"S01EC01";"acetazolamide";0.7500;"g";"O";"N/A";750
"S01EC01";"acetazolamide";0.7500;"g";"P";"N/A";750
"S01EC02";"diclofenamide";0.1000;"g";"O";"N/A";100
"S01EC05";"methazolamide";0.2000;"g";"O";"N/A";200
"V03AE01";"polystyrene sulfonate";45.0000;"g";"O";"N/A";45000
"V03AE02";"sevelamer";6.4000;"g";"O";"N/A";6400
"V03AE05";"sucroferric oxyhydroxide";1.5000;"g";"O";"N/A";1500
"V03AE07";"calcium acetate";6.0000;"g";"O";"N/A";6000
"V03AE08";"ferric citrate";6.0000;"g";"O";"N/A";6000
"V03AF02";"dexrazoxane";1.5000;"g";"P";"N/A";1500
"V03AF05";"amifostine";1.7000;"g";"P";"N/A";1700
"V03AF07";"rasburicase";14.0000;"mg";"P";"N/A";14
"V03AF08";"palifermin";4.2000;"mg";"P";"N/A";4.2
"V03AX03";"cobicistat";0.1500;"g";"O";"N/A";150
"S01EB01";"pilocarpine";0.4000;"ml";"UNKNOWN";"N/A";
"S01EB02";"carbachol";0.4000;"ml";"UNKNOWN";"N/A";
"S01EB03";"ecothiopate";0.2000;"ml";"UNKNOWN";"N/A";
"S01EB04";"demecarium";0.1000;"ml";"UNKNOWN";"N/A";
"S01EB05";"physostigmine";0.4000;"ml";"UNKNOWN";"N/A";
"S01EB06";"neostigmine";0.4000;"ml";"UNKNOWN";"N/A";
"S01EC03";"dorzolamide";0.3000;"ml";"UNKNOWN";"N/A";
"S01EC04";"brinzolamide";0.2000;"ml";"UNKNOWN";"N/A";
