"","pbs_code","bnf_drug_name","pbs_drug_name","atc_meaning","atc_code","match_type"
"1851","04420P","PSEUDOEPHEDRINE","PSEUDOEPHEDRINE","PSEUDOEPHEDRINE","R01BA02","dm_I"
"1852","04473K","TERBINAFINE","TERBINAFINE","TERBINAFINE","D01AE15","dm_I"
"1853","04524D","CELECOXIB","CELECOXIB","CELECOXIB","M01AH01","dm_I"
"1854","04563E","BUDESONIDE","BUDESONIDE","BUDESONIDE","R01AD05","dm_I"
"1855","04564F","BUDESONIDE","BUDESONIDE","BUDESONIDE","R01AD05","dm_I"
"1856","04584G","SILDENAFIL","SILDENAFIL","SILDENAFIL","G04BE03","dm_I"
"1857","04585H","SILDENAFIL","SILDENAFIL","SILDENAFIL","G04BE03","dm_I"
"1858","04586J","SILDENAFIL","SILDENAFIL","SILDENAFIL","G04BE03","dm_I"
"1859","04587K","RISPERIDONE","RISPERIDONE","RISPERIDONE","N05AX08","dm_I"
"1860","04588L","RISPERIDONE","RISPERIDONE","RISPERIDONE","N05AX08","dm_I"
"1861","04591P","GABAPENTIN","GABAPENTIN","OTHER ANALGESICS AND ANTIPYRETICS","N02BG","dm_I"
"1862","04596X","TADALAFIL","TADALAFIL","TADALAFIL","G04BE08","dm_I"
"1863","04597Y","TADALAFIL","TADALAFIL","TADALAFIL","G04BE08","dm_I"
"1864","04959B","LERCANIDIPINE","LERCANIDIPINE","LERCANIPIDINE","C08CA13","dm_I"
"1865","04960C","LERCANIDIPINE","LERCANIDIPINE","LERCANIPIDINE","C08CA13","dm_I"
"1866","04961D","NIFEDIPINE","NIFEDIPINE","NIFEDIPINE","C08CA05","dm_I"
"1867","04974T","NIFEDIPINE","NIFEDIPINE","NIFEDIPINE","C08CA05","dm_I"
"1868","04975W","CIMETIDINE","CIMETIDINE","CIMETIDINE","A02BA01","dm_I"
"1869","04977Y","RANITIDINE","RANITIDINE","RANITIDINE","A02BA02","dm_I"
"1870","04978B","RANITIDINE","RANITIDINE","RANITIDINE","A02BA02","dm_I"
"1871","04980D","RANITIDINE","RANITIDINE","RANITIDINE","A02BA02","dm_I"
"1872","04981E","FAMOTIDINE","FAMOTIDINE","FAMOTIDINE","A02BA03","dm_I"
"1873","04984H","FAMOTIDINE","FAMOTIDINE","FAMOTIDINE","A02BA03","dm_I"
"1874","05002G","TRAMADOL","TRAMADOL","TRAMADOL","N02AX02","dm_I"
"1875","05003H","TRAMADOL","TRAMADOL","TRAMADOL","N02AX02","dm_I"
"1876","05019E","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","N02BA01","dm_I"
"1877","05058F","CLINDAMYCIN","CLINDAMYCIN","CLINDAMYCIN","J01FF01","dm_I"
"1878","05067Q","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1879","05078G","DICLOFENAC","DICLOFENAC","DICLOFENAC","M01AB05","dm_I"
"1880","05083M","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"1881","05085P","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"1882","05122N","IBUPROFEN","IBUPROFEN","IBUPROFEN","M01AE01","dm_I"
"1883","05133E","KETOPROFEN","KETOPROFEN","KETOPROFEN","M01AE03","dm_I"
"1884","05135G","KETOPROFEN","KETOPROFEN","KETOPROFEN","M01AE03","dm_I"
"1885","05139L","KETOPROFEN","KETOPROFEN","KETOPROFEN","M01AE03","dm_I"
"1886","05150C","TRAMADOL","TRAMADOL","TRAMADOL","N02AX02","dm_I"
"1887","05169C","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1888","05171E","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1889","05181Q","NAPROXEN","NAPROXEN","NAPROXEN","M01AE02","dm_I"
"1890","05182R","NAPROXEN","NAPROXEN","NAPROXEN","M01AE02","dm_I"
"1891","05188C","NAPROXEN","NAPROXEN","NAPROXEN","M01AE02","dm_I"
"1892","05200Q","PETHIDINE","PETHIDINE","PETHIDINE","N02AB02","dm_I"
"1893","05218P","SULINDAC","SULINDAC","SULINDAC","M01AB02","dm_I"
"1894","05239R","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1895","05242X","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1896","05244B","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1897","05253L","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1898","05255N","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1899","05256P","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1900","05381F","SULINDAC","SULINDAC","SULINDAC","M01AB02","dm_I"
"1901","05383H","SULINDAC","SULINDAC","SULINDAC","M01AB02","dm_I"
"1902","05489X","BORTEZOMIB","BORTEZOMIB","BORTEZOMIB","L01XX32","dm_I"
"1903","05611H","APOMORPHINE","APOMORPHINE","APOMORPHINE","N04BC07","dm_I"
"1904","05663C","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"1905","05804L","PEMETREXED","PEMETREXED","PEMETREXED","L01BA04","dm_I"
"1906","05859J","DOCETAXEL","DOCETAXEL","DOCETAXEL","L01CD02","dm_I"
"1907","05874E","METHOTREXATE","METHOTREXATE","METHOTREXATE","L01BA01","dm_I"
"1908","05920N","CYTARABINE","CYTARABINE","CYTARABINE","L01BC01","dm_I"
"1909","06002X","CHLOROQUINE","CHLOROQUINE","CHLOROQUINE","P01BA01","dm_I"
"1910","06003Y","DISOPYRAMIDE","DISOPYRAMIDE","DISOPYRAMIDE","C01BA03","dm_I"
"1911","06006D","DISOPYRAMIDE","DISOPYRAMIDE","DISOPYRAMIDE","C01BA03","dm_I"
"1912","06008F","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"1913","06009G","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"1914","06010H","FLUOROURACIL","FLUOROURACIL","FLUOROURACIL","L01BC02","dm_I"
"1915","06015N","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"1916","06023B","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"1917","06026E","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"1918","06027F","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"1919","06044D","OXYCODONE","OXYCODONE","OXYCODONE","N02AA05","dm_I"
"1920","06081C","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"1921","06082D","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"1922","06092P","OMEPRAZOLE","OMEPRAZOLE","OMEPRAZOLE","A02BC01","dm_I"
"1923","06093Q","OMEPRAZOLE","OMEPRAZOLE","OMEPRAZOLE","A02BC01","dm_I"
"1924","06094R","OMEPRAZOLE","OMEPRAZOLE","OMEPRAZOLE","A02BC01","dm_I"
"1925","06098Y","BUPRENORPHINE","BUPRENORPHINE","BUPRENORPHINE","N02AE01","dm_I"
"1926","06115W","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"1927","06118B","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AB07","dm_I"
"1928","06119C","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"1929","06133T","FLUCONAZOLE","FLUCONAZOLE","FLUCONAZOLE","J02AC01","dm_I"
"1930","06135X","FOSCARNET","FOSCARNET","FOSCARNET","J05AD01","dm_I"
"1931","06154X","ZIDOVUDINE","ZIDOVUDINE","ZIDOVUDINE","J05AF01","dm_I"
"1932","06174Y","METHADONE","METHADONE","METHADONE","N07BC02","dm_I"
"1933","06186N","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"1934","06190T","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"1935","06194B","LAMIVUDINE","LAMIVUDINE","LAMIVUDINE","J05AF05","dm_I"
"1936","06256G","GANCICLOVIR","GANCICLOVIR","GANCICLOVIR","S01AD09","dm_I"
"1937","06260L","EFAVIRENZ","EFAVIRENZ","EFAVIRENZ","J05AG03","dm_I"
"1938","06271C","LAMIVUDINE","LAMIVUDINE","LAMIVUDINE","J05AF05","dm_I"
"1939","06298L","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"1940","06299M","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"1941","06355L","PHENELZINE","PHENELZINE","PHENELZINE","N06AF03","dm_I"
"1942","06372J","EFAVIRENZ","EFAVIRENZ","EFAVIRENZ","J05AG03","dm_I"
"1943","06435Q","LAMIVUDINE","LAMIVUDINE","LAMIVUDINE","J05AF05","dm_I"
"1944","06437T","SIROLIMUS","SIROLIMUS","SIROLIMUS","L04AA10","dm_I"
"1945","06451M","ATAZANAVIR","ATAZANAVIR","ATAZANAVIR","J05AE08","dm_I"
"1946","06453P","FOSAMPRENAVIR","FOSAMPRENAVIR","FOSAMPRENAVIR","J05AE07","dm_I"
"1947","06455R","ENFUVIRTIDE","ENFUVIRTIDE","ENFUVIRTIDE","J05AX07","dm_I"
"1948","06494T","RITONAVIR","RITONAVIR","RITONAVIR","J05AE03","dm_I"
"1949","06506K","ACETAZOLAMIDE","ACETAZOLAMIDE","ACETAZOLAMIDE","S01EC01","dm_I"
"1950","06508M","AMPHOTERICIN","AMPHOTERICIN","AMPHOTERICIN","J02AA01","dm_I"
"1951","06651C","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","J01BA01","dm_I"
"1952","06653E","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","J01BA01","dm_I"
"1953","06654F","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","J01BA01","dm_I"
"1954","06655G","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","J01BA01","dm_I"
"1955","06656H","CHLORAMPHENICOL","CHLORAMPHENICOL","CHLORAMPHENICOL","J01BA01","dm_I"
"1956","06688B","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1957","06689C","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1958","06693G","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1959","06694H","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1960","06695J","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1961","06703T","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1962","06706Y","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE","L01AA01","dm_I"
"1963","06766D","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"1964","06930R","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"1965","06931T","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"1966","06932W","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"1967","06962K","VANCOMYCIN","VANCOMYCIN","VANCOMYCIN","J01XA01","dm_I"
"1968","07202C","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"1969","07905C","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","N02BA01","dm_I"
"1970","07910H","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"1971","08004G","ATOVAQUONE","ATOVAQUONE","ATOVAQUONE","P01AX06","dm_I"
"1972","08091W","FLUTICASONE","FLUTICASONE","FLUTICASONE","R03BA05","dm_I"
"1973","08145Q","FLUTICASONE","FLUTICASONE","FLUTICASONE","R03BA05","dm_I"
"1974","08330K","DICLOFENAC","DICLOFENAC","DICLOFENAC","S01BC03","dm_I"
"1975","09178C","IMATINIB","IMATINIB","IMATINIB","L01XE01","dm_I"
"1976","09179D","IMATINIB","IMATINIB","IMATINIB","L01XE01","dm_I"
"1977","09430H","ETANERCEPT","ETANERCEPT","ETANERCEPT","L04AB01","dm_I"
"1978","09543G","RITONAVIR","RITONAVIR","RITONAVIR","J05AE03","dm_I"
"1979","09552R","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"1980","09553T","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"1981","09581G","DARUNAVIR","DARUNAVIR","DARUNAVIR","J05AE10","dm_I"
"1982","09610T","TIPRANAVIR","TIPRANAVIR","TIPRANAVIR","J05AE09","dm_I"
"1983","09616D","DARUNAVIR","DARUNAVIR","DARUNAVIR","J05AE10","dm_I"
"1984","09646Q","ATAZANAVIR","ATAZANAVIR","ATAZANAVIR","J05AE08","dm_I"
"1985","09647R","APOMORPHINE","APOMORPHINE","APOMORPHINE","N04BC07","dm_I"
"1986","09675F","VALGANCICLOVIR","VALGANCICLOVIR","VALGANCICLOVIR","J05AB14","dm_I"
"1987","10028T","ERLOTINIB","ERLOTINIB","ERLOTINIB","L01XE03","dm_I"
"1988","10047T","PAZOPANIB","PAZOPANIB","PAZOPANIB","L01XE11","dm_I"
"1989","10070B","DOLUTEGRAVIR","DOLUTEGRAVIR","DOLUTEGRAVIR","J05AX12","dm_I"
"1990","10166C","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","L01XC12","dm_I"
"1991","10171H","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","L01XC12","dm_I"
"1992","10172J","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","L01XC12","dm_I"
"1993","10173K","VORICONAZOLE","VORICONAZOLE","VORICONAZOLE","J02AC03","dm_I"
"1994","10175M","IVACAFTOR","IVACAFTOR","IVACAFTOR","R07AX02","dm_I"
"1995","10180T","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","L01XC12","dm_I"
"1996","10181W","ESCITALOPRAM","ESCITALOPRAM","ESCITALOPRAM","N06AB10","dm_I"
"1997","10197Q","SIMEPREVIR","SIMEPREVIR","SIMEPREVIR","J05AE14","dm_I"
"1998","10214N","MERCAPTOPURINE","MERCAPTOPURINE","MERCAPTOPURINE","L01BB02","dm_I"
"1999","10224D","ARIPIPRAZOLE","ARIPIPRAZOLE","ARIPIPRAZOLE","N05AX12","dm_I"
"2000","10226F","SORAFENIB","SORAFENIB","SORAFENIB","L01XE05","dm_I"
"2001","10227G","APOMORPHINE","APOMORPHINE","APOMORPHINE","N04BC07","dm_I"
"2002","10235Q","APOMORPHINE","APOMORPHINE","APOMORPHINE","N04BC07","dm_I"
"2003","10238W","CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL","CERTOLIZUMAB PEGOL","L04AB05","dm_I"
"2004","10264F","ANAKINRA","ANAKINRA","ANAKINRA","L04AC03","dm_I"
"2005","10271N","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"2006","10273Q","RITONAVIR","RITONAVIR","RITONAVIR","J05AE03","dm_I"
"2007","10277X","VALGANCICLOVIR","VALGANCICLOVIR","VALGANCICLOVIR","J05AB14","dm_I"
"2008","10288L","CLOZAPINE","CLOZAPINE","CLOZAPINE","N05AH02","dm_I"
"2009","10289M","CLOZAPINE","CLOZAPINE","CLOZAPINE","N05AH02","dm_I"
"2010","10294T","ABACAVIR","ABACAVIR","ABACAVIR","J05AF06","dm_I"
"2011","10295W","ESOMEPRAZOLE","ESOMEPRAZOLE","ESOMEPRAZOLE","A02BC05","dm_I"
"2012","10299C","RALTEGRAVIR","RALTEGRAVIR","RALTEGRAVIR","J05AX08","dm_I"
"2013","10302F","CLOZAPINE","CLOZAPINE","CLOZAPINE","N05AH02","dm_I"
"2014","10303G","NEVIRAPINE","NEVIRAPINE","NEVIRAPINE","J05AG01","dm_I"
"2015","10306K","VALGANCICLOVIR","VALGANCICLOVIR","VALGANCICLOVIR","J05AB14","dm_I"
"2016","10311Q","LAMIVUDINE","LAMIVUDINE","LAMIVUDINE","J05AF05","dm_I"
"2017","10312R","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"2018","10313T","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"2019","10319D","NEVIRAPINE","NEVIRAPINE","NEVIRAPINE","J05AG01","dm_I"
"2020","10321F","ATAZANAVIR","ATAZANAVIR","ATAZANAVIR","J05AE08","dm_I"
"2021","10322G","CRIZOTINIB","CRIZOTINIB","CRIZOTINIB","L01XE16","dm_I"
"2022","10325K","STAVUDINE","STAVUDINE","STAVUDINE","J05AF04","dm_I"
"2023","10326L","RALTEGRAVIR","RALTEGRAVIR","RALTEGRAVIR","J05AX08","dm_I"
"2024","10330Q","ESOMEPRAZOLE","ESOMEPRAZOLE","ESOMEPRAZOLE","A02BC05","dm_I"
"2025","10331R","ESOMEPRAZOLE","ESOMEPRAZOLE","ESOMEPRAZOLE","A02BC05","dm_I"
"2026","10341G","CLOZAPINE","CLOZAPINE","CLOZAPINE","N05AH02","dm_I"
"2027","10348P","LAMIVUDINE","LAMIVUDINE","LAMIVUDINE","J05AF05","dm_I"
"2028","10349Q","ATAZANAVIR","ATAZANAVIR","ATAZANAVIR","J05AE08","dm_I"
"2029","10350R","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"2030","10356C","ABACAVIR","ABACAVIR","ABACAVIR","J05AF06","dm_I"
"2031","10358E","CLOZAPINE","CLOZAPINE","CLOZAPINE","N05AH02","dm_I"
"2032","10360G","ZIDOVUDINE","ZIDOVUDINE","ZIDOVUDINE","J05AF01","dm_I"
"2033","10361H","ZIDOVUDINE","ZIDOVUDINE","ZIDOVUDINE","J05AF01","dm_I"
"2034","10363K","INDINAVIR","INDINAVIR","INDINAVIR","J05AE02","dm_I"
"2035","10364L","DIDANOSINE","DIDANOSINE","DIDANOSINE","J05AF02","dm_I"
"2036","10368Q","FOSAMPRENAVIR","FOSAMPRENAVIR","FOSAMPRENAVIR","J05AE07","dm_I"
"2037","10372X","TELBIVUDINE","TELBIVUDINE","TELBIVUDINE","J05AF11","dm_I"
"2038","10399H","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2039","10400J","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2040","10404N","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2041","10412B","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2042","10419J","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2043","10420K","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2044","10422M","ADALIMUMAB","ADALIMUMAB","ADALIMUMAB","L04AB04","dm_I"
"2045","10606F","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2046","10459L","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"2047","10464R","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"2048","10473F","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"2049","10474G","LISDEXAMFETAMINE","LISDEXAMFETAMINE","LISDEXAMFETAMINE","N06BA12","dm_I"
"2050","10492F","LISDEXAMFETAMINE","LISDEXAMFETAMINE","LISDEXAMFETAMINE","N06BA12","dm_I"
"2051","10504W","SUNITINIB","SUNITINIB","SUNITINIB","L01XE04","dm_I"
"2052","10524X","PONATINIB","PONATINIB","PONATINIB","L01XE24","dm_I"
"2053","10530F","PONATINIB","PONATINIB","PONATINIB","L01XE24","dm_I"
"2054","10539Q","AXITINIB","AXITINIB","AXITINIB","L01XE17","dm_I"
"2055","10540R","AXITINIB","AXITINIB","AXITINIB","L01XE17","dm_I"
"2056","10556N","AXITINIB","AXITINIB","AXITINIB","L01XE17","dm_I"
"2057","10573L","FOLIC ACID","FOLIC ACID","FOLIC ACID","B03BB01","dm_I"
"2058","10584C","FOLIC ACID","FOLIC ACID","FOLIC ACID","B03BB01","dm_I"
"2059","10585D","PARACETAMOL","PARACETAMOL","PARACETAMOL","N02BE01","dm_I"
"2060","10590J","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","B01AC06","dm_I"
"2061","10598T","PARACETAMOL","PARACETAMOL","PARACETAMOL","N02BE01","dm_I"
"2062","10603C","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2063","10604D","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2064","10610K","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2065","10611L","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2066","10613N","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2067","10616R","RUXOLITINIB","RUXOLITINIB","RUXOLITINIB","L01XE18","dm_I"
"2068","10618W","RUXOLITINIB","RUXOLITINIB","RUXOLITINIB","L01XE18","dm_I"
"2069","10619X","RUXOLITINIB","RUXOLITINIB","RUXOLITINIB","L01XE18","dm_I"
"2070","10624E","SOFOSBUVIR","SOFOSBUVIR","SOFOSBUVIR","J05AX15","dm_I"
"2071","10631M","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2072","10638X","RIBAVIRIN","RIBAVIRIN","RIBAVIRIN","J05AB04","dm_I"
"2073","10642D","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2074","10644F","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2075","10645G","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2076","10646H","RIBAVIRIN","RIBAVIRIN","RIBAVIRIN","J05AB04","dm_I"
"2077","10647J","RIBAVIRIN","RIBAVIRIN","RIBAVIRIN","J05AB04","dm_I"
"2078","10648K","SOFOSBUVIR","SOFOSBUVIR","SOFOSBUVIR","J05AX15","dm_I"
"2079","10651N","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2080","10659B","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2081","10663F","RIBAVIRIN","RIBAVIRIN","RIBAVIRIN","J05AB04","dm_I"
"2082","10666J","RIBAVIRIN","RIBAVIRIN","RIBAVIRIN","J05AB04","dm_I"
"2083","10671P","DACLATASVIR","DACLATASVIR","DACLATASVIR","J05AX14","dm_I"
"2084","10675W","RIBAVIRIN","RIBAVIRIN","RIBAVIRIN","J05AB04","dm_I"
"2085","10676X","SOFOSBUVIR","SOFOSBUVIR","SOFOSBUVIR","J05AX15","dm_I"
"2086","10684H","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2087","10694W","SUMATRIPTAN","SUMATRIPTAN","SUMATRIPTAN","N02CC01","dm_I"
"2088","10713W","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2089","10729Q","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2090","10732W","ITRACONAZOLE","ITRACONAZOLE","ITRACONAZOLE","J02AC02","dm_I"
"2091","10738E","FENTANYL","FENTANYL","FENTANYL","N02AB03","dm_I"
"2092","10746N","BUPRENORPHINE","BUPRENORPHINE","BUPRENORPHINE","N02AE01","dm_I"
"2093","10755C","BUPRENORPHINE","BUPRENORPHINE","BUPRENORPHINE","N02AE01","dm_I"
"2094","10756D","BUPRENORPHINE","BUPRENORPHINE","BUPRENORPHINE","N02AE01","dm_I"
"2095","10770W","BUPRENORPHINE","BUPRENORPHINE","BUPRENORPHINE","N02AE01","dm_I"
"2096","10777F","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"2097","10779H","DOXYCYCLINE","DOXYCYCLINE","DOXYCYCLINE","J01AA02","dm_I"
"2098","10780J","ERYTHROMYCIN","ERYTHROMYCIN","ERYTHROMYCIN","J01FA01","dm_I"
"2099","10797G","PARACETAMOL","PARACETAMOL","PARACETAMOL","N02BE01","dm_I"
"2100","10830B","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2101","10834F","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2102","10836H","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2103","10838K","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2104","10840M","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2105","10842P","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2106","10844R","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2107","10845T","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2108","10851D","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2109","10852E","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2110","10853F","METHYLPREDNISOLONE","METHYLPREDNISOLONE","METHYLPREDNISOLONE ACEPONATE","D07AC14","dm_I"
"2111","10859M","TACROLIMUS","TACROLIMUS","TACROLIMUS","L04AD02","dm_I"
"2112","10860N","TACROLIMUS","TACROLIMUS","TACROLIMUS","L04AD02","dm_I"
"2113","10863R","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"2114","10868B","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"2115","10871E","TACROLIMUS","TACROLIMUS","TACROLIMUS","L04AD02","dm_I"
"2116","10874H","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"2117","10875J","TACROLIMUS","TACROLIMUS","TACROLIMUS","L04AD02","dm_I"
"2118","10878M","MORPHINE","MORPHINE","MORPHINE","N02AA01","dm_I"
"2119","10879N","TACROLIMUS","TACROLIMUS","TACROLIMUS","L04AD02","dm_I"
"2120","01009D","ACICLOVIR","ACICLOVIR","ACICLOVIR","J05AB01","dm_I"
"2121","01038P","AMINOPHYLLINE","AMINOPHYLLINE","AMINOPHYLLINE","R03DA05","dm_I"
"2122","01170N","RILPIVIRINE","RILPIVIRINE","RILPIVIRINE","J05AG05","dm_I"
"2123","01184H","CHLOROQUINE","CHLOROQUINE","QUINOLINES","M01CA","dm_I"
"2124","01216B","CIPROFLOXACIN","CIPROFLOXACIN","CIPROFLOXACIN","S01AX13","dm_I"
"2125","01230R","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","N02BA01","dm_I"
"2126","01231T","ASPIRIN","ASPIRIN","ACETYLSALICYLIC ACID","N02BA01","dm_I"
"2127","01232W","NAPROXEN","NAPROXEN","NAPROXEN","M01AE02","dm_I"
